Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index
b1_478,Check_credit_history,,2004-03-15 10:10:52.397,Variant 2,2
b1_478,Appraise_property,,2004-03-15 10:13:18.194,Variant 2,2
b1_478,Assess_loan_risk,,2004-03-15 10:20:30.018,Variant 2,2
b1_478,Assess_eligibility,,2004-03-15 10:35:57.305,Variant 2,2
b1_478,Reject_application,,2004-03-15 10:48:50.837,Variant 2,2
b1_478,Loan_application_rejected,,2004-03-15 10:48:50.837,Variant 2,2
b1_15,Loan__application_received,,2004-02-02 17:30:00.000,Variant 7,7
b1_15,Check__application__form_completeness,,2004-02-02 17:37:01.312,Variant 7,7
b1_15,Appraise_property,,2004-02-03 10:10:44.659,Variant 7,7
b1_15,Check_credit_history,,2004-02-03 11:05:59.072,Variant 7,7
b1_15,Assess_loan_risk,,2004-02-03 11:13:21.016,Variant 7,7
b1_15,Assess_eligibility,,2004-02-03 12:10:06.007,Variant 7,7
b1_15,Prepare_acceptance_pack,,2004-02-03 12:31:09.066,Variant 7,7
b1_15,Check_if_home_insurance_quote_is_requested,,2004-02-03 15:58:16.412,Variant 7,7
b1_15,Send_acceptance_pack,,2004-02-03 16:19:44.434,Variant 7,7
b1_15,Verify_repayment_agreement,,2004-02-03 16:41:54.019,Variant 7,7
b1_15,Approve_application,,2004-02-03 16:47:38.136,Variant 7,7
b1_15,Loan__application_approved,,2004-02-03 16:47:38.136,Variant 7,7
b1_51,Loan__application_received,,2004-02-05 11:30:00.000,Variant 10,10
b1_51,Check__application__form_completeness,,2004-02-05 11:35:17.034,Variant 10,10
b1_51,Check_credit_history,,2004-02-05 11:58:51.298,Variant 10,10
b1_51,Appraise_property,,2004-02-05 12:20:15.670,Variant 10,10
b1_51,Assess_loan_risk,,2004-02-05 12:43:08.092,Variant 10,10
b1_51,Assess_eligibility,,2004-02-05 12:43:56.959,Variant 10,10
b1_51,Prepare_acceptance_pack,,2004-02-05 13:01:31.959,Variant 10,10
b1_51,Check_if_home_insurance_quote_is_requested,,2004-02-05 13:06:40.204,Variant 10,10
b1_51,Send_acceptance_pack,,2004-02-05 14:27:54.427,Variant 10,10
b1_51,Verify_repayment_agreement,,2004-02-05 14:31:27.494,Variant 10,10
b1_51,Cancel_application,,2004-02-05 14:33:23.030,Variant 10,10
b1_51,Loan__application_canceled,,2004-02-05 14:33:23.030,Variant 10,10
b1_206,Loan__application_received,,2004-02-18 17:00:00.000,Variant 7,7
b1_206,Check__application__form_completeness,,2004-02-18 17:08:21.091,Variant 7,7
b1_206,Appraise_property,,2004-02-18 17:23:01.130,Variant 7,7
b1_206,Check_credit_history,,2004-02-18 17:47:01.760,Variant 7,7
b1_206,Assess_loan_risk,,2004-02-19 10:22:32.585,Variant 7,7
b1_206,Assess_eligibility,,2004-02-19 10:55:14.087,Variant 7,7
b1_206,Prepare_acceptance_pack,,2004-02-19 10:56:00.913,Variant 7,7
b1_206,Check_if_home_insurance_quote_is_requested,,2004-02-19 11:25:23.377,Variant 7,7
b1_206,Send_acceptance_pack,,2004-02-19 11:46:50.352,Variant 7,7
b1_206,Verify_repayment_agreement,,2004-02-19 11:53:53.604,Variant 7,7
b1_206,Approve_application,,2004-02-19 12:27:54.039,Variant 7,7
b1_206,Loan__application_approved,,2004-02-19 12:27:54.039,Variant 7,7
b1_210,Loan__application_received,,2004-02-19 11:00:00.000,Variant 3,3
b1_210,Check__application__form_completeness,,2004-02-19 11:55:09.854,Variant 3,3
b1_210,Check_credit_history,,2004-02-19 12:00:39.299,Variant 3,3
b1_210,Assess_loan_risk,,2004-02-19 12:09:03.402,Variant 3,3
b1_210,Appraise_property,,2004-02-19 12:20:48.549,Variant 3,3
b1_210,Assess_eligibility,,2004-02-19 12:37:08.719,Variant 3,3
b1_210,Reject_application,,2004-02-19 12:47:29.634,Variant 3,3
b1_210,Loan_application_rejected,,2004-02-19 12:47:29.634,Variant 3,3
b1_425,Loan__application_received,,2004-03-09 14:30:00.000,Variant 1,1
b1_425,Check__application__form_completeness,,2004-03-09 14:32:39.532,Variant 1,1
b1_425,Appraise_property,,2004-03-09 15:19:47.414,Variant 1,1
b1_425,Check_credit_history,,2004-03-09 15:33:59.799,Variant 1,1
b1_425,Assess_loan_risk,,2004-03-09 15:35:12.446,Variant 1,1
b1_425,Assess_eligibility,,2004-03-09 15:43:12.085,Variant 1,1
b1_425,Reject_application,,2004-03-09 16:44:48.937,Variant 1,1
b1_425,Loan_application_rejected,,2004-03-09 16:44:48.937,Variant 1,1
b1_100,Loan__application_received,,2004-02-10 12:00:00.000,Variant 1,1
b1_100,Check__application__form_completeness,,2004-02-10 12:00:05.654,Variant 1,1
b1_100,Appraise_property,,2004-02-10 12:00:39.505,Variant 1,1
b1_100,Check_credit_history,,2004-02-10 12:01:56.234,Variant 1,1
b1_100,Assess_loan_risk,,2004-02-10 12:09:26.144,Variant 1,1
b1_100,Assess_eligibility,,2004-02-10 14:02:15.882,Variant 1,1
b1_100,Reject_application,,2004-02-10 14:21:35.023,Variant 1,1
b1_100,Loan_application_rejected,,2004-02-10 14:21:35.023,Variant 1,1
b1_95,Loan__application_received,,2004-02-09 17:30:00.000,Variant 4,4
b1_95,Check__application__form_completeness,,2004-02-09 17:53:34.728,Variant 4,4
b1_95,Appraise_property,,2004-02-10 10:23:00.366,Variant 4,4
b1_95,Check_credit_history,,2004-02-10 10:31:45.187,Variant 4,4
b1_95,Assess_loan_risk,,2004-02-10 11:02:26.732,Variant 4,4
b1_95,Assess_eligibility,,2004-02-10 11:52:11.979,Variant 4,4
b1_95,Prepare_acceptance_pack,,2004-02-10 12:43:39.388,Variant 4,4
b1_95,Check_if_home_insurance_quote_is_requested,,2004-02-10 13:33:48.976,Variant 4,4
b1_95,Send_acceptance_pack,,2004-02-10 13:44:12.944,Variant 4,4
b1_95,Verify_repayment_agreement,,2004-02-10 14:32:47.150,Variant 4,4
b1_95,Cancel_application,,2004-02-10 15:27:23.041,Variant 4,4
b1_95,Loan__application_canceled,,2004-02-10 15:27:23.041,Variant 4,4
b1_497,Loan__application_received,,2004-03-16 10:30:00.000,Variant 3,3
b1_497,Check__application__form_completeness,,2004-03-16 10:34:36.753,Variant 3,3
b1_497,Check_credit_history,,2004-03-16 10:59:13.588,Variant 3,3
b1_497,Assess_loan_risk,,2004-03-16 10:59:42.133,Variant 3,3
b1_497,Appraise_property,,2004-03-16 11:33:30.098,Variant 3,3
b1_497,Assess_eligibility,,2004-03-16 11:34:14.676,Variant 3,3
b1_497,Reject_application,,2004-03-16 12:11:42.204,Variant 3,3
b1_497,Loan_application_rejected,,2004-03-16 12:11:42.204,Variant 3,3
b1_431,Loan__application_received,,2004-03-09 17:30:00.000,Variant 5,5
b1_431,Check__application__form_completeness,,2004-03-09 17:56:42.769,Variant 5,5
b1_431,Appraise_property,,2004-03-10 10:36:09.681,Variant 5,5
b1_431,Check_credit_history,,2004-03-10 10:49:20.277,Variant 5,5
b1_431,Assess_loan_risk,,2004-03-10 12:20:05.878,Variant 5,5
b1_431,Assess_eligibility,,2004-03-10 12:44:48.611,Variant 5,5
b1_431,Prepare_acceptance_pack,,2004-03-10 14:30:21.881,Variant 5,5
b1_431,Check_if_home_insurance_quote_is_requested,,2004-03-10 15:53:47.036,Variant 5,5
b1_431,Send_home_insurance_quote,,2004-03-10 16:51:14.046,Variant 5,5
b1_431,Verify_repayment_agreement,,2004-03-11 10:37:48.596,Variant 5,5
b1_431,Cancel_application,,2004-03-11 11:42:45.490,Variant 5,5
b1_431,Loan__application_canceled,,2004-03-11 11:42:45.490,Variant 5,5
b1_20,Loan__application_received,,2004-02-03 12:00:00.000,Variant 1,1
b1_20,Check__application__form_completeness,,2004-02-03 12:20:05.807,Variant 1,1
b1_20,Appraise_property,,2004-02-03 12:24:48.158,Variant 1,1
b1_20,Check_credit_history,,2004-02-03 12:29:23.799,Variant 1,1
b1_20,Assess_loan_risk,,2004-02-03 13:12:05.782,Variant 1,1
b1_20,Assess_eligibility,,2004-02-03 13:15:31.286,Variant 1,1
b1_20,Reject_application,,2004-02-03 13:27:51.032,Variant 1,1
b1_20,Loan_application_rejected,,2004-02-03 13:27:51.032,Variant 1,1
b1_283,Loan__application_received,,2004-02-25 15:30:00.000,Variant 6,6
b1_283,Check__application__form_completeness,,2004-02-25 15:32:12.478,Variant 6,6
b1_283,Check_credit_history,,2004-02-25 16:05:36.397,Variant 6,6
b1_283,Appraise_property,,2004-02-25 16:39:37.129,Variant 6,6
b1_283,Assess_loan_risk,,2004-02-25 17:22:16.144,Variant 6,6
b1_283,Assess_eligibility,,2004-02-26 11:10:28.868,Variant 6,6
b1_283,Prepare_acceptance_pack,,2004-02-26 11:53:38.262,Variant 6,6
b1_283,Check_if_home_insurance_quote_is_requested,,2004-02-26 13:34:57.729,Variant 6,6
b1_283,Send_home_insurance_quote,,2004-02-26 14:02:16.544,Variant 6,6
b1_283,Verify_repayment_agreement,,2004-02-26 14:19:44.734,Variant 6,6
b1_283,Cancel_application,,2004-02-26 14:55:24.714,Variant 6,6
b1_283,Loan__application_canceled,,2004-02-26 14:55:24.714,Variant 6,6
b1_388,Loan__application_received,,2004-03-05 12:00:00.000,Variant 22,22
b1_388,Check__application__form_completeness,,2004-03-05 12:29:41.307,Variant 22,22
b1_388,Return_application_back_to_applicant,,2004-03-05 12:30:37.549,Variant 22,22
b1_388,Receive_updated_application,,2004-03-05 12:46:12.095,Variant 22,22
b1_388,Check__application__form_completeness,,2004-03-05 13:24:41.750,Variant 22,22
b1_388,Check_credit_history,,2004-03-05 13:34:00.185,Variant 22,22
b1_388,Assess_loan_risk,,2004-03-05 13:34:11.088,Variant 22,22
b1_388,Appraise_property,,2004-03-05 14:09:00.224,Variant 22,22
b1_388,Assess_eligibility,,2004-03-05 15:45:20.229,Variant 22,22
b1_388,Reject_application,,2004-03-05 15:48:53.191,Variant 22,22
b1_388,Loan_application_rejected,,2004-03-05 15:48:53.191,Variant 22,22
b1_88,Loan__application_received,,2004-02-09 14:00:00.000,Variant 6,6
b1_88,Check__application__form_completeness,,2004-02-09 14:17:26.087,Variant 6,6
b1_88,Check_credit_history,,2004-02-09 14:37:46.182,Variant 6,6
b1_88,Appraise_property,,2004-02-09 14:42:40.826,Variant 6,6
b1_88,Assess_loan_risk,,2004-02-09 14:52:49.945,Variant 6,6
b1_88,Assess_eligibility,,2004-02-09 15:05:28.033,Variant 6,6
b1_88,Prepare_acceptance_pack,,2004-02-09 15:07:42.343,Variant 6,6
b1_88,Check_if_home_insurance_quote_is_requested,,2004-02-09 15:32:21.656,Variant 6,6
b1_88,Send_home_insurance_quote,,2004-02-09 16:29:12.984,Variant 6,6
b1_88,Verify_repayment_agreement,,2004-02-09 16:30:41.328,Variant 6,6
b1_88,Cancel_application,,2004-02-09 16:32:51.054,Variant 6,6
b1_88,Loan__application_canceled,,2004-02-09 16:32:51.054,Variant 6,6
b1_313,Loan__application_received,,2004-02-27 14:30:00.000,Variant 4,4
b1_313,Check__application__form_completeness,,2004-02-27 15:04:29.462,Variant 4,4
b1_313,Appraise_property,,2004-02-27 15:15:13.700,Variant 4,4
b1_313,Check_credit_history,,2004-02-27 15:18:07.536,Variant 4,4
b1_313,Assess_loan_risk,,2004-02-27 16:40:17.897,Variant 4,4
b1_313,Assess_eligibility,,2004-02-27 17:19:53.239,Variant 4,4
b1_313,Prepare_acceptance_pack,,2004-02-27 17:37:44.904,Variant 4,4
b1_313,Check_if_home_insurance_quote_is_requested,,2004-03-01 10:04:38.562,Variant 4,4
b1_313,Send_acceptance_pack,,2004-03-01 10:57:20.473,Variant 4,4
b1_313,Verify_repayment_agreement,,2004-03-01 11:06:00.900,Variant 4,4
b1_313,Cancel_application,,2004-03-01 11:17:37.555,Variant 4,4
b1_313,Loan__application_canceled,,2004-03-01 11:17:37.555,Variant 4,4
b1_366,Loan__application_received,,2004-03-03 17:00:00.000,Variant 82,82
b1_366,Check__application__form_completeness,,2004-03-03 17:24:48.735,Variant 82,82
b1_366,Return_application_back_to_applicant,,2004-03-04 11:13:20.622,Variant 82,82
b1_366,Receive_updated_application,,2004-03-04 11:19:55.645,Variant 82,82
b1_366,Check__application__form_completeness,,2004-03-04 11:42:04.932,Variant 82,82
b1_366,Return_application_back_to_applicant,,2004-03-04 11:50:12.542,Variant 82,82
b1_366,Receive_updated_application,,2004-03-04 13:19:20.100,Variant 82,82
b1_366,Check__application__form_completeness,,2004-03-04 14:15:52.826,Variant 82,82
b1_366,Appraise_property,,2004-03-04 14:19:07.072,Variant 82,82
b1_366,Check_credit_history,,2004-03-04 14:24:25.989,Variant 82,82
b1_366,Assess_loan_risk,,2004-03-04 14:49:51.017,Variant 82,82
b1_366,Assess_eligibility,,2004-03-04 14:55:40.715,Variant 82,82
b1_366,Prepare_acceptance_pack,,2004-03-04 16:31:53.653,Variant 82,82
b1_366,Check_if_home_insurance_quote_is_requested,,2004-03-04 16:33:02.927,Variant 82,82
b1_366,Send_home_insurance_quote,,2004-03-04 16:45:28.894,Variant 82,82
b1_366,Verify_repayment_agreement,,2004-03-04 17:15:36.269,Variant 82,82
b1_366,Cancel_application,,2004-03-04 17:54:51.221,Variant 82,82
b1_366,Loan__application_canceled,,2004-03-04 17:54:51.221,Variant 82,82
b1_351,Loan__application_received,,2004-03-02 17:30:00.000,Variant 3,3
b1_351,Check__application__form_completeness,,2004-03-02 17:39:29.777,Variant 3,3
b1_351,Check_credit_history,,2004-03-02 17:46:32.403,Variant 3,3
b1_351,Assess_loan_risk,,2004-03-03 10:14:28.288,Variant 3,3
b1_351,Appraise_property,,2004-03-03 10:38:55.006,Variant 3,3
b1_351,Assess_eligibility,,2004-03-03 10:47:45.306,Variant 3,3
b1_351,Reject_application,,2004-03-03 11:10:04.408,Variant 3,3
b1_351,Loan_application_rejected,,2004-03-03 11:10:04.408,Variant 3,3
b1_227,Loan__application_received,,2004-02-20 11:30:00.000,Variant 7,7
b1_227,Check__application__form_completeness,,2004-02-20 12:26:14.988,Variant 7,7
b1_227,Appraise_property,,2004-02-20 12:30:05.593,Variant 7,7
b1_227,Check_credit_history,,2004-02-20 14:14:58.461,Variant 7,7
b1_227,Assess_loan_risk,,2004-02-20 14:39:27.128,Variant 7,7
b1_227,Assess_eligibility,,2004-02-20 14:57:57.320,Variant 7,7
b1_227,Prepare_acceptance_pack,,2004-02-20 14:59:48.810,Variant 7,7
b1_227,Check_if_home_insurance_quote_is_requested,,2004-02-20 15:22:43.473,Variant 7,7
b1_227,Send_acceptance_pack,,2004-02-20 15:38:10.355,Variant 7,7
b1_227,Verify_repayment_agreement,,2004-02-20 17:03:20.593,Variant 7,7
b1_227,Approve_application,,2004-02-20 17:21:15.466,Variant 7,7
b1_227,Loan__application_approved,,2004-02-20 17:21:15.466,Variant 7,7
b1_346,Loan__application_received,,2004-03-02 15:00:00.000,Variant 12,12
b1_346,Check__application__form_completeness,,2004-03-02 15:30:06.067,Variant 12,12
b1_346,Return_application_back_to_applicant,,2004-03-02 15:33:27.651,Variant 12,12
b1_346,Receive_updated_application,,2004-03-02 15:48:29.374,Variant 12,12
b1_346,Check__application__form_completeness,,2004-03-02 16:19:11.161,Variant 12,12
b1_346,Appraise_property,,2004-03-02 17:01:05.327,Variant 12,12
b1_346,Check_credit_history,,2004-03-02 17:08:43.799,Variant 12,12
b1_346,Assess_loan_risk,,2004-03-02 17:14:37.811,Variant 12,12
b1_346,Assess_eligibility,,2004-03-02 17:29:02.032,Variant 12,12
b1_346,Reject_application,,2004-03-03 11:07:11.601,Variant 12,12
b1_346,Loan_application_rejected,,2004-03-03 11:07:11.601,Variant 12,12
b1_404,Loan__application_received,,2004-03-08 12:00:00.000,Variant 26,26
b1_404,Check__application__form_completeness,,2004-03-08 12:09:06.373,Variant 26,26
b1_404,Return_application_back_to_applicant,,2004-03-08 12:13:14.559,Variant 26,26
b1_404,Receive_updated_application,,2004-03-08 12:42:22.492,Variant 26,26
b1_404,Check__application__form_completeness,,2004-03-08 13:15:23.163,Variant 26,26
b1_404,Appraise_property,,2004-03-08 13:54:22.444,Variant 26,26
b1_404,Check_credit_history,,2004-03-08 15:24:39.835,Variant 26,26
b1_404,Assess_loan_risk,,2004-03-08 15:44:45.841,Variant 26,26
b1_404,Assess_eligibility,,2004-03-08 15:45:02.280,Variant 26,26
b1_404,Prepare_acceptance_pack,,2004-03-08 15:51:27.060,Variant 26,26
b1_404,Check_if_home_insurance_quote_is_requested,,2004-03-08 16:06:47.225,Variant 26,26
b1_404,Send_acceptance_pack,,2004-03-08 16:14:27.801,Variant 26,26
b1_404,Verify_repayment_agreement,,2004-03-08 17:21:15.463,Variant 26,26
b1_404,Cancel_application,,2004-03-08 17:53:09.287,Variant 26,26
b1_404,Loan__application_canceled,,2004-03-08 17:53:09.287,Variant 26,26
b1_254,Loan__application_received,,2004-02-23 17:00:00.000,Variant 1,1
b1_254,Check__application__form_completeness,,2004-02-23 17:09:40.953,Variant 1,1
b1_254,Appraise_property,,2004-02-23 17:28:18.986,Variant 1,1
b1_254,Check_credit_history,,2004-02-23 17:30:36.196,Variant 1,1
b1_254,Assess_loan_risk,,2004-02-24 10:00:49.789,Variant 1,1
b1_254,Assess_eligibility,,2004-02-24 10:16:26.323,Variant 1,1
b1_254,Reject_application,,2004-02-24 11:19:02.972,Variant 1,1
b1_254,Loan_application_rejected,,2004-02-24 11:19:02.972,Variant 1,1
b1_467,Loan__application_received,,2004-03-12 11:30:00.000,Variant 2,2
b1_467,Check__application__form_completeness,,2004-03-12 13:13:00.002,Variant 2,2
b1_467,Check_credit_history,,2004-03-12 13:19:46.301,Variant 2,2
b1_467,Appraise_property,,2004-03-12 13:42:57.104,Variant 2,2
b1_467,Assess_loan_risk,,2004-03-12 13:48:33.328,Variant 2,2
b1_467,Assess_eligibility,,2004-03-12 14:02:30.012,Variant 2,2
b1_467,Reject_application,,2004-03-12 14:34:34.689,Variant 2,2
b1_467,Loan_application_rejected,,2004-03-12 14:34:34.689,Variant 2,2
b1_19,Loan__application_received,,2004-02-03 11:30:00.000,Variant 4,4
b1_19,Check__application__form_completeness,,2004-02-03 11:33:46.124,Variant 4,4
b1_19,Appraise_property,,2004-02-03 11:35:01.063,Variant 4,4
b1_19,Check_credit_history,,2004-02-03 12:12:31.625,Variant 4,4
b1_19,Assess_loan_risk,,2004-02-03 12:23:07.278,Variant 4,4
b1_19,Assess_eligibility,,2004-02-03 12:45:57.140,Variant 4,4
b1_19,Prepare_acceptance_pack,,2004-02-03 13:19:11.931,Variant 4,4
b1_19,Check_if_home_insurance_quote_is_requested,,2004-02-03 13:44:32.567,Variant 4,4
b1_19,Send_acceptance_pack,,2004-02-03 14:08:29.148,Variant 4,4
b1_19,Verify_repayment_agreement,,2004-02-03 14:12:01.998,Variant 4,4
b1_19,Cancel_application,,2004-02-03 14:22:32.868,Variant 4,4
b1_19,Loan__application_canceled,,2004-02-03 14:22:32.868,Variant 4,4
b1_239,Loan__application_received,,2004-02-20 17:30:00.000,Variant 3,3
b1_239,Check__application__form_completeness,,2004-02-20 17:58:52.579,Variant 3,3
b1_239,Check_credit_history,,2004-02-23 10:09:17.882,Variant 3,3
b1_239,Assess_loan_risk,,2004-02-23 10:28:02.071,Variant 3,3
b1_239,Appraise_property,,2004-02-23 11:50:39.983,Variant 3,3
b1_239,Assess_eligibility,,2004-02-23 12:14:28.272,Variant 3,3
b1_239,Reject_application,,2004-02-23 12:31:54.675,Variant 3,3
b1_239,Loan_application_rejected,,2004-02-23 12:31:54.675,Variant 3,3
b1_492,Loan__application_received,,2004-03-15 16:00:00.000,Variant 7,7
b1_492,Check__application__form_completeness,,2004-03-15 16:32:46.441,Variant 7,7
b1_492,Appraise_property,,2004-03-15 16:33:36.998,Variant 7,7
b1_492,Check_credit_history,,2004-03-15 16:58:58.784,Variant 7,7
b1_492,Assess_loan_risk,,2004-03-15 17:51:45.311,Variant 7,7
b1_492,Assess_eligibility,,2004-03-15 17:59:17.428,Variant 7,7
b1_492,Prepare_acceptance_pack,,2004-03-16 11:26:30.183,Variant 7,7
b1_492,Check_if_home_insurance_quote_is_requested,,2004-03-16 11:40:55.492,Variant 7,7
b1_492,Send_acceptance_pack,,2004-03-16 12:39:20.289,Variant 7,7
b1_492,Verify_repayment_agreement,,2004-03-16 13:25:44.372,Variant 7,7
b1_492,Approve_application,,2004-03-16 13:32:38.286,Variant 7,7
b1_492,Loan__application_approved,,2004-03-16 13:32:38.286,Variant 7,7
b1_139,Loan__application_received,,2004-02-12 15:30:00.000,Variant 4,4
b1_139,Check__application__form_completeness,,2004-02-12 15:30:52.877,Variant 4,4
b1_139,Appraise_property,,2004-02-12 15:34:27.815,Variant 4,4
b1_139,Check_credit_history,,2004-02-12 16:26:47.526,Variant 4,4
b1_139,Assess_loan_risk,,2004-02-12 16:39:37.119,Variant 4,4
b1_139,Assess_eligibility,,2004-02-12 17:19:44.470,Variant 4,4
b1_139,Prepare_acceptance_pack,,2004-02-12 17:46:08.724,Variant 4,4
b1_139,Check_if_home_insurance_quote_is_requested,,2004-02-12 17:51:08.869,Variant 4,4
b1_139,Send_acceptance_pack,,2004-02-13 10:30:40.620,Variant 4,4
b1_139,Verify_repayment_agreement,,2004-02-13 10:59:50.664,Variant 4,4
b1_139,Cancel_application,,2004-02-13 11:10:15.945,Variant 4,4
b1_139,Loan__application_canceled,,2004-02-13 11:10:15.945,Variant 4,4
b1_97,Loan__application_received,,2004-02-10 10:30:00.000,Variant 15,15
b1_97,Check__application__form_completeness,,2004-02-10 11:40:16.415,Variant 15,15
b1_97,Check_credit_history,,2004-02-10 12:25:03.052,Variant 15,15
b1_97,Appraise_property,,2004-02-10 12:25:04.192,Variant 15,15
